Category,Motivation,clean_motivation,Label
medicine,"""for the discovery of penicillin and its curative effect in various infectious diseases""",discovery penicillin curative effect various infectious diseases,1
medicine,"""for the discovery of penicillin and its curative effect in various infectious diseases""",discovery penicillin curative effect various infectious diseases,1
peace,"""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries""",contribution creation peacepromoting religious brotherhood across national boundaries,2
physics,"""for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics""",invention apparatus produce extremely high pressures discoveries made therewith field high pressure physics,0
chemistry,"""for his discovery that enzymes can be crystallized""",discovery enzymes crystallized,4
chemistry,"""for their preparation of enzymes and virus proteins in a pure form""",preparation enzymes virus proteins pure form,4
chemistry,"""for their preparation of enzymes and virus proteins in a pure form""",preparation enzymes virus proteins pure form,4
medicine,"""for the discovery of the production of mutations by means of X-ray irradiation""",discovery production mutations means Xray irradiation,1
peace,"""for her lifelong work for the cause of peace""",lifelong work cause peace,2
literature,"""for his inspired writings which while growing in boldness and penetration exemplify the classical humanitarian ideals and high qualities of style""",inspired writings growing boldness penetration exemplify classical humanitarian ideals high qualities style,3
medicine,"""for their discovery of the course of the catalytic conversion of glycogen""",discovery course catalytic conversion glycogen,1
